title,artist,year,explicit,styles,languages,title_artist,synced,d_id,d_song,d_isrc,d_release,d_explicit,d_bpm,d_artist,d_album_id,d_album,d_art
Must've Never Met You,Luke Combs,2018,0,"Pop,Country,Rock",English,must've never met you - luke combs,0,504533162,Must've Never Met You,US6XF1700260,2018-06-01,False,149.796,Luke Combs,64418622,This One's for You Too (Deluxe Edition),https://e-cdns-images.dzcdn.net/images/cover/024c71d279f694c84f0305b50d0bc6ee/250x250-000000-80-0-0.jpg
The Tender Trap,Frank Sinatra,1991,0,"Jazz,Traditionnal",English,the tender trap - frank sinatra,0,74078703,(Love Is) The Tender Trap,USCA20902784,2014-01-28,False,119.2,Frank Sinatra,7310418,"Sinatra, With Love",https://cdns-images.dzcdn.net/images/cover/683541225c4e5695d0cc79fb8742967c/250x250-000000-80-0-0.jpg
Late To the Party,Kacey Musgraves,2015,0,"Pop,Country,Folk",English,late to the party - kacey musgraves,0,0,0,0,0,0,0.0,0,0,0,0
Dirty Talk,Wynter Gordon,2010,0,"Dance,Pop",English,dirty talk - wynter gordon,0,6469834,Dirty Talk,USAT20902954,2010-02-18,False,130.01,Wynter Gordon,596239,Dirty Talk,https://cdns-images.dzcdn.net/images/cover/e8618d69ef5a063096c9b2b3fe919055/250x250-000000-80-0-0.jpg
Learning to Live Again,Garth Brooks,1993,0,Country,English,learning to live again - garth brooks,0,7474616,Learning To Live Again,USA371100664,2010-10-01,False,96.0,#1 Garth Brooks Tribute Band,689162,The Ultimate Tribute To Garth Brooks,https://cdns-images.dzcdn.net/images/cover/cb2315b61d50c15780812269aac357b8/250x250-000000-80-0-0.jpg
Party Like a Rock Star (clean),Shop Boyz,2007,0,"Rap,R&B",English,party like a rock star (clean) - shop boyz,0,0,0,0,0,0,0.0,0,0,0,0
What A Feeling,Alex Gaudino,2011,0,"Dance,Electro",English,what a feeling - alex gaudino,0,69184712,What a Feeling (Radio Edit),USUS11100032,2013-07-22,False,128.0,Alex Gaudino,6780297,What A Feeling (Part 1),https://cdns-images.dzcdn.net/images/cover/55c02c26ac5667079782b699a2cdeea5/250x250-000000-80-0-0.jpg
Taxman,The Beatles,1966,0,Rock,English,taxman - the beatles,0,116348398,Taxman (Remastered 2009),GBAYE0601493,2015-12-24,False,133.8,The Beatles,12047948,Revolver (Remastered),https://cdns-images.dzcdn.net/images/cover/6e1e24a3e4311371abd2c888b1f0e13e/250x250-000000-80-0-0.jpg
Love Letters,Alison Moyet,1987,0,Love,English,love letters - alison moyet,0,4300738,Love Letters (Remastered),GBARL0901100,2019-05-29,False,130.0,Alison Moyet,400067,The Best Of: 25 Years Revisited,https://e-cdns-images.dzcdn.net/images/cover/f37bcbc478091336740f71bf0f4f411e/250x250-000000-80-0-0.jpg
The Tide Is High (Get The Feeling),Lizzie McGuire,2002,0,"Teen pop,R&B,Dance",English,the tide is high (get the feeling) - lizzie mcguire,0,0,0,0,0,0,0.0,0,0,0,0
Around the World,Nat King Cole,1957,0,Jazz,English,around the world - nat king cole,0,101345750,Around The World,NLRD51434834,2015-05-29,False,85.0,Nat King Cole,10520716,"Your Pop - Tastic! Collection, Vol.1",https://cdns-images.dzcdn.net/images/cover/5e73dc43e2484be9a438b3ce581e9336/250x250-000000-80-0-0.jpg
Trashy Women,Confederate Railroad,1992,0,"Country,Rock",English,trashy women - confederate railroad,0,371758741,Trashy Women,USAT29901175,2017-06-14,False,142.0,Confederate Railroad,42909901,90s Country Hits,https://cdns-images.dzcdn.net/images/cover/df6c56f5661239c65eb4492b168c2b77/250x250-000000-80-0-0.jpg
One Day At A Time,Jonas Brothers,2006,0,"Soft rock,Teen pop",English,one day at a time - jonas brothers,0,398373652,One Day At a Time,USSM10505053,2006-08-08,False,146.0,Jonas Brothers,46840652,It's About Time,https://e-cdns-images.dzcdn.net/images/cover/f98d78328968bdc706cb01235b74f2d2/250x250-000000-80-0-0.jpg
When I Look To The Sky,Train,2003,0,"Rock,Pop",English,when i look to the sky - train,0,578072472,When I Look to the Sky,USSM10304527,2018-11-09,False,160.25,Train,77331572,Greatest Hits,https://cdns-images.dzcdn.net/images/cover/3725a9e4a8764868bff56bebaf8e83c3/250x250-000000-80-0-0.jpg
Hopeful,Bars and Melody,2014,0,"Teen pop,Rap,Pop",English,hopeful - bars and melody,0,80870090,Hopeful,GBHMU1400095,2014-07-25,False,104.0,Bars and Melody,8082956,Hopeful,https://e-cdns-images.dzcdn.net/images/cover/048c5a6f400c1dfbda92cb135f5a194d/250x250-000000-80-0-0.jpg
Man Of The Year,Alice Cooper,1988,0,"Hard/Metal,80s,Rock",English,man of the year - alice cooper,0,0,0,0,0,0,0.0,0,0,0,0
Lion In The Morning Sun,Will And The People,2010,0,"Ska,Reggae",English,lion in the morning sun - will and the people,0,685254142,Lion in the Morning Sun,GB6GC1000006,2011-06-03,False,148.185,Will and the People,98072342,Will and the People,https://e-cdns-images.dzcdn.net/images/cover/e9292160c7fe99bb24d9655c4c9b801b/250x250-000000-80-0-0.jpg
Gladiator,Dami Im,2014,0,"Pop,Electro",English,gladiator - dami im,0,81598608,Gladiator,AUBM01400320,2014-08-08,False,186.0,Dami Im,8171614,Gladiator,https://cdns-images.dzcdn.net/images/cover/b853715356d92bbcea377ccbf0e2bbae/250x250-000000-80-0-0.jpg
And The Grass Won't Pay No Mind,Neil Diamond,1969,0,"Pop,Soft rock",English,and the grass won't pay no mind - neil diamond,0,79904178,And The Grass Won't Pay No Mind (Live At Philadelphia Spectrum / 1993),USUG11400846,2014-07-01,False,187.1,Neil Diamond,7967608,Live In America,https://e-cdns-images.dzcdn.net/images/cover/37240eb9cb6075a77eb7f71672f0529e/250x250-000000-80-0-0.jpg
If I Get An Encore,Nathan Carter,2012,0,"Celtic,Country",English,if i get an encore - nathan carter,0,91542458,If I Get An Encore,GB52E1389412,2014-12-15,False,99.9,nathan carter,9287146,Wagon Wheel,https://e-cdns-images.dzcdn.net/images/cover/9ae3dcfca40ed258910964b80e64145a/250x250-000000-80-0-0.jpg
What Do You Want From Me?,Take That,2010,0,"Pop,Soft rock",English,what do you want from me? - take that,0,44104241,What Do You Want From Me?,GBUM71028648,2011-06-13,False,105.0,Take That,4349091,Progressed,https://cdns-images.dzcdn.net/images/cover/fd34754b64de71b3085974e5cff98d3c/250x250-000000-80-0-0.jpg
Wintergreen,The East Pointers,2019,0,"Pop,Folk",English,wintergreen - the east pointers,0,756743852,Wintergreen,CAR5S1900001,2019-10-25,False,0.0,The East Pointers,111434812,Yours to Break,https://cdns-images.dzcdn.net/images/cover/c80c9de263a8a9f182bfe15aa7625ded/250x250-000000-80-0-0.jpg
Let It Go,Luba,1984,0,"Pop,80s,Rock",English,let it go - luba,0,20771301,Let It Go,FR6V81299290,2014-12-18,False,97.0,Luba,1974331,Luba,https://cdns-images.dzcdn.net/images/cover/f6b90b48b223bfc608c7f6515f9f8d9a/250x250-000000-80-0-0.jpg
Heartbreak Hotel,Whitney Houston,1998,0,Pop,English,heartbreak hotel - whitney houston,0,967311,Heartbreak Hotel,USAR19800139,1998-11-17,False,133.8,Whitney Houston,107854,My Love Is Your Love,https://e-cdns-images.dzcdn.net/images/cover/5116544ed84bc468877d02fcfe4bf8f6/250x250-000000-80-0-0.jpg
I Believe In Love,A Star is Born (1976 film),1976,0,Pop,English,i believe in love - a star is born (1976 film),0,0,0,0,0,0,0.0,0,0,0,0
Don't Make Me,Blake Shelton,2006,0,"Soft rock,Country",English,don't make me - blake shelton,0,7504948,Don't Make Me,USRE11000940,2010-11-08,False,142.1,Blake Shelton,692084,Loaded: The Best of Blake Shelton,https://e-cdns-images.dzcdn.net/images/cover/7d4c6136aec9c8df7545a4b71c5052b8/250x250-000000-80-0-0.jpg
How Far To Waco,Ronnie Dunn,2011,0,Country,English,how far to waco - ronnie dunn,0,673698672,How Far To Waco,USAN21000145,2011-06-07,False,0.0,Ronnie Dunn,95423312,Ronnie Dunn (Expanded Edition),https://e-cdns-images.dzcdn.net/images/cover/4ce38273952d7b3de30ab8f7dd67b500/250x250-000000-80-0-0.jpg
The Sea Cruise,Declan Nerney,2012,0,"Rock 'n Roll,Country",English,the sea cruise - declan nerney,0,62226618,The Sea Cruise,IEFJB1200183,2012-11-23,False,187.0,Declan Nerney,6103659,Nerney's Gold: The Very Best of Declan Nerney,https://e-cdns-images.dzcdn.net/images/cover/7a58520549b68855b516169c2a884a4b/250x250-000000-80-0-0.jpg
Tuxedo Junction,The Andrews Sisters,1940,0,"Pop,Oldies",English,tuxedo junction - the andrews sisters,0,12812280,Tuxedo Junction,FR6V80543676,2007-02-13,False,122.8,The Andrews Sisters,1175574,The Andrews Sisters Sing for America,https://e-cdns-images.dzcdn.net/images/cover/b72a9d2c819d823d678dc69dabbb7c2e/250x250-000000-80-0-0.jpg
Crazy,Icehouse,1987,0,"80s,Soft rock",English,crazy - icehouse,0,40984331,Crazy,AUC441100032,2012-07-13,False,115.49,Icehouse,4009391,Man Of Colours,https://e-cdns-images.dzcdn.net/images/cover/806ddb3184cb1d1470affa43caddc4f3/250x250-000000-80-0-0.jpg
Leaning on a Lamp Post,"George Formby, Jr.",1937,0,"Oldies,Pop",English,"leaning on a lamp post - george formby, jr.",0,0,0,0,0,0,0.0,0,0,0,0
"Never Again, Again",Lee Ann Womack,1997,0,Country,English,"never again, again - lee ann womack",0,2288426,"Never Again, Again (Album Version)",USMC19651336,2004-05-04,False,87.8,Lee Ann Womack,228332,Greatest Hits,https://cdns-images.dzcdn.net/images/cover/a7e9126bf28ca82e8e1ed676e202ebdd/250x250-000000-80-0-0.jpg
Bésame mucho (English Vocal),1940s Standards,1944,0,"Oldies,Latin",English,bésame mucho (english vocal) - 1940s standards,0,0,0,0,0,0,0.0,0,0,0,0
Crippled Inside,John Lennon,1971,0,"Folk,Rock",English,crippled inside - john lennon,0,7193835,Crippled Inside,GBAYE1000770,2010-10-01,False,164.1,John Lennon,664237,Imagine,https://e-cdns-images.dzcdn.net/images/cover/2675a9277dfabb74c32b7a3b2c9b0170/250x250-000000-80-0-0.jpg
You Brought a New Kind of Love to Me,Frank Sinatra,1956,0,"Love,Jazz",English,you brought a new kind of love to me - frank sinatra,0,113420624,You Brought a New Kind of Love to Me,USQX91502649,2015-11-20,False,0.0,Frank Sinatra,11748262,Selections From A Voice On Air (1935-1955),https://cdns-images.dzcdn.net/images/cover/3c7fd73e5244c286b11a4daca9b0f409/250x250-000000-80-0-0.jpg
Prayed for You,Matt Stell,2019,0,"Country,Pop",English,prayed for you - matt stell,0,779267732,Prayed For You,QM4MA1800019,2019-10-25,False,140.15,Matt Stell,115354102,Everywhere But On,https://cdns-images.dzcdn.net/images/cover/60af182409a0d296f3c20f1d58efece2/250x250-000000-80-0-0.jpg
Closer,Kylie Minogue,2010,0,"Dance,Pop",English,closer - kylie minogue,0,137198018,Closer,GBBTK0900103,1993-07-01,False,126.82,Kylie Minogue,14713078,Kylie's Non-Stop History 50+1,https://e-cdns-images.dzcdn.net/images/cover/8bd5901fc69207a78a041f88b550f9c5/250x250-000000-80-0-0.jpg
Crazy Town,Jason Aldean,2009,0,Country,English,crazy town - jason aldean,0,394746252,Crazy Town,US58E0800171,2009-04-07,False,181.0,Jason Aldean,46299252,Wide Open,https://e-cdns-images.dzcdn.net/images/cover/4032acf0a74a03f86f402e2150700455/250x250-000000-80-0-0.jpg
Tuxedo Junction,Manhattan Transfer,1976,0,"Jazz,Gospel",English,tuxedo junction - manhattan transfer,0,616286382,Tuxedo Junction,USAT20102426,1970-01-01,False,111.14,The Manhattan Transfer,84083232,The Manhattan Transfer,https://cdns-images.dzcdn.net/images/cover/526d0198aa40974c435d14a4803874da/250x250-000000-80-0-0.jpg
You Won't Find This,Carrie Underwood,2007,0,"Pop,Country",English,you won't find this - carrie underwood,0,13141648,You Won't Find This,GBCTA0700259,2007-10-22,False,153.0,Carrie Underwood,1205961,Carnival Ride,https://e-cdns-images.dzcdn.net/images/cover/e3df9f193c37075a7ddfb3e9755b0fd2/250x250-000000-80-0-0.jpg
Only Wanna Be With You,Hootie & the Blowfish,1992,0,"Pop,Rock",English,only wanna be with you - hootie & the blowfish,0,589364032,Milionar,TCADY1846896,2018-11-12,True,0.0,Various Artists,79265872,Royal Junkie Versus Boz,https://e-cdns-images.dzcdn.net/images/cover/d53df87bae437995e593896774f393cb/250x250-000000-80-0-0.jpg
La vie en rose,Tony Bennett,2002,0,"Jazz,Pop,Duet,Oldies",English,la vie en rose - tony bennett,0,70579122,La Vie En Rose,USSM10211478,2013-10-04,False,111.1,Tony Bennett,6928684,"Sings The American Songbook, Vols. 1 - 4",https://e-cdns-images.dzcdn.net/images/cover/0cf6c062a049bac7f90fd1534e67e617/250x250-000000-80-0-0.jpg
Silent Night,The Temptations,1970,0,"Christmas,Love",English,silent night - the temptations,0,538737822,Silent Night,USMO17300520,2018-08-10,False,89.49,The Temptations,70213352,The Temptations' Christmas Card,https://cdns-images.dzcdn.net/images/cover/283717cdb3fa8e54f740443882079249/250x250-000000-80-0-0.jpg
Victory,Puff Daddy,1998,0,Rap,English,victory - puff daddy,0,0,0,0,0,0,0.0,0,0,0,0
You've Got Your Troubles (I've Got Mine),Jack Blanchard & Misty Morgan,1970,0,"Country,Duet",English,you've got your troubles (i've got mine) - jack blanchard & misty morgan,0,0,0,0,0,0,0.0,0,0,0,0
Waterfall,Pink,2017,0,"Pop,Dance,Electro",English,waterfall - pink,0,102293504,Large Crashing Waterfall,QMHNS1301888,2016-06-21,False,168.1,Peaceful Music,10624552,"Waterfalls (Loopable Audio for Ambiance, Meditation, Insomnia, and Restless Children)",https://e-cdns-images.dzcdn.net/images/cover/d0c3b6f59cdac5219550e31f8ddda206/250x250-000000-80-0-0.jpg
One Night A Day,Garth Brooks,1993,0,"Country,Love",English,one night a day - garth brooks,0,454775192,One Night A Day,CAM460416208,2007-01-16,False,0.0,The Sounds Of Garth Brooks,55865832,A Salute To Garth Brooks,https://e-cdns-images.dzcdn.net/images/cover/b59ba7caaa806201aaab4ef611a1ad22/250x250-000000-80-0-0.jpg
Stunt 101,G-Unit,2003,0,Rap,English,stunt 101 - g-unit,0,7279253,Stunt 101,USIR10312276,2003-11-09,True,95.9,G-Unit,671807,Beg For Mercy,https://e-cdns-images.dzcdn.net/images/cover/1b4c7b99bc2f14dd846fc7b0d1cf85e9/250x250-000000-80-0-0.jpg
Spread The Love Around,Sister Act,2009,0,"Musical,Gospel,Pop",English,spread the love around - sister act,0,393558122,Spread The Love Around,GBBKB0920720,2011-03-22,False,0.0,Original London Cast Of Sister Act,46108052,Sister Act: A Divine Musical Comedy (Original London Cast Recording),https://cdns-images.dzcdn.net/images/cover/0262387b326fab7f0d308321abc89a6e/250x250-000000-80-0-0.jpg
L.I.F.E.G.O.E.S.O.N,Noah and the Whale,2011,0,"Folk,Alternative",English,l.i.f.e.g.o.e.s.o.n - noah and the whale,0,14278798,L.I.F.E.G.O.E.S.O.N.,GBUM71031174,2011-03-07,False,164.1,Noah And The Whale,1310772,Last Night On Earth,https://e-cdns-images.dzcdn.net/images/cover/5dfc8f08eebcd47809f742c0bf896cb9/250x250-000000-80-0-0.jpg
The Ballad of Curtis Loew,Lynyrd Skynyrd,1974,0,Country,English,the ballad of curtis loew - lynyrd skynyrd,0,24949721,The Ballad Of Curtis Loew,USMC17447093,2007-12-20,False,147.7,Lynyrd Skynyrd,2375511,Second Helping,https://e-cdns-images.dzcdn.net/images/cover/cb4c2efc2d1f2877ae6457d1feddc31b/250x250-000000-80-0-0.jpg
Honky Tonkin's What I Do Best,Marty Stuart,1996,0,"Country,Duet",English,honky tonkin's what i do best - marty stuart,0,2290659,Honky Tonkin's What I Do Best,USMC19648850,2000-10-17,False,82.9,Marty Stuart,228481,Grand Ole Opry 75 Years Volume Two,https://e-cdns-images.dzcdn.net/images/cover/af46d4e259021bcad7ddcf0eaf50ca37/250x250-000000-80-0-0.jpg
Anyone,Roxette,1999,0,Pop,English,anyone - roxette,0,3098311,Anyone,SEVEV9801040,2002-11-04,False,144.1,Roxette,299784,The Ballad Hits,https://cdns-images.dzcdn.net/images/cover/04a8fc1d885619f9418aab478cccf881/250x250-000000-80-0-0.jpg
One Way Ticket,Eruption,1979,0,Disco,English,one way ticket - eruption,0,13020403,One Way Ticket,DEC737900008,2011-07-15,False,123.8,Eruption,1194837,4 Hits: Eruption,https://e-cdns-images.dzcdn.net/images/cover/e686eca29b2d775d5f8deec5093cb2b6/250x250-000000-80-0-0.jpg
Go Down,AC/DC,1977,0,"Hard/Metal,Rock",English,go down - ac/dc,0,92722966,Go Down,AUAP07700005,1977-07-25,False,134.2,AC/DC,9410160,Let There Be Rock,https://cdns-images.dzcdn.net/images/cover/47c96fba438b92b568a8eac812a66977/250x250-000000-80-0-0.jpg
